Distance,AvgWeight
20.4942,8.23
20.0655,6.66
20.5457,5.43
20.5457,4.44
20.5114,3.51
20.9230,2.61
21.0774,1.67
21.5061,0.89
21.1459,0.33
21.1459,0.05
21.1459,0.00
20.7858,0.00
20.7858,0.00
20.7858,0.00
21.1974,0.00
21.2660,0.00
20.7515,0.00
20.7515,0.00
20.8544,0.00
20.8372,0.00
20.8372,0.00
20.7343,0.00
20.8544,0.00
20.8372,0.00
20.8544,0.00
20.8372,0.00
21.1631,0.00
21.3174,0.00
20.9058,0.00
21.3174,0.00
20.8029,0.00
20.8887,0.00
20.9058,0.00
20.9058,0.00
20.9058,0.00
20.9058,0.00
20.9058,0.00
20.9058,0.00
20.9058,0.00
20.9058,0.00
20.8029,0.00
20.9058,0.00
20.9058,0.00
20.8029,0.00
20.9058,0.00
20.9058,0.00
20.9058,0.00
21.3860,0.00
21.3860,0.00
21.2831,0.00
21.3860,0.00
21.3860,0.00
21.2831,0.00
21.3860,0.00
21.3860,0.00
21.3860,0.00
21.3860,0.00
21.3860,0.00
20.9744,0.00
21.2831,0.00
20.9744,0.00
20.9744,0.00
20.9573,0.00
20.9573,0.00
20.9573,0.00
20.8544,0.00
20.9744,0.00
20.9744,0.00
20.9573,0.00
20.9573,0.00
20.8544,0.00
20.9573,0.00
20.9573,0.00
20.9573,0.00
20.9573,0.00
20.8715,0.00
20.8887,0.00
20.9744,0.03
20.9573,0.09
20.9573,0.21
20.9573,0.33
20.9744,0.41
20.9573,0.45
20.8544,0.49
20.9744,0.51
20.9573,0.53
20.9573,0.57
20.9744,0.58
20.9744,0.59
20.9744,0.59
20.9744,0.61
20.9744,0.60
20.8544,0.60
20.8544,0.58
20.9573,0.59
20.9573,0.59
20.9573,0.59
20.9744,0.59
20.9744,0.61
20.9573,0.60
20.9744,0.60
20.8715,0.61
20.8715,0.61
