Distance,AvgWeight
21.7462,171.67
21.2831,171.67
21.1459,171.67
21.0945,171.67
20.9744,171.67
20.8544,171.67
20.8029,171.67
20.6829,171.67
20.4599,171.67
20.4942,171.67
20.3742,171.67
20.3227,171.67
20.2541,171.67
20.1341,171.67
20.0655,171.67
20.0140,171.67
19.9626,171.67
19.8940,171.67
19.8940,171.67
19.8425,171.67
19.7740,171.67
19.7225,171.67
19.6539,171.67
19.5510,171.67
19.4995,171.67
19.6024,171.67
19.1222,171.67
19.4824,171.67
19.4824,171.67
19.4309,171.67
19.4309,171.67
19.4138,171.67
19.3624,171.67
19.7225,171.67
19.3109,171.67
19.6539,171.67
19.2423,171.67
19.1737,171.67
19.1737,171.67
19.1222,171.67
19.0708,171.67
19.0022,171.67
19.3624,171.67
18.9507,171.67
18.8822,171.67
18.8822,171.67
18.8135,171.67
18.7621,171.67
18.6935,171.67
18.6420,171.67
18.5906,171.67
18.8822,171.67
18.7621,171.67
4.4762,160.50
16.8584,160.50
15.9495,117.58
16.2410,89.65
15.4178,61.72
15.8294,18.81
15.4521,28.21
15.4693,13.22
16.4983,35.56
17.5101,39.38
19.0708,61.72
26.8397,75.78
39.4622,49.62
18.0247,73.28
39.6679,63.66
241.1976,61.41
20.2541,81.23
19.0536,53.75
19.1908,62.92
18.4534,73.91
18.4877,84.22
18.6077,108.98
18.3505,79.59
18.4706,83.31
19.0708,78.29
19.1737,74.45
20.1512,95.77
20.3227,91.35
20.4942,86.55
21.0945,84.19
21.5918,78.12
23.0324,71.88
22.7752,66.29
23.4269,61.76
45.2588,58.06
44.9844,54.92
43.4752,52.53
43.3552,48.25
44.7444,45.23
50.0094,42.08
45.6361,38.65
45.2588,29.67
46.6308,26.81
47.0596,17.69
45.4132,8.81
45.9791,8.42
47.5912,3.19
47.1968,2.74
47.6084,2.74
32.5335,2.36
31.7446,0.00
51.8101,0.00
52.2217,0.00
26.7711,0.00
24.5245,0.00
23.7870,0.00
23.6327,0.00
22.4665,0.00
21.9863,0.00
22.3464,0.00
1197.7902,0.00
242.9812,0.00
244.2331,0.00
245.8967,0.00
47.3683,0.00
244.6962,5.07
44.0240,10.13
244.6619,15.20
23.9757,20.26
23.5641,20.25
22.8266,15.98
22.8266,15.98
22.8438,15.98
22.8266,15.98
22.7237,20.25
23.9757,20.24
24.5073,20.24
24.9189,20.24
23.1868,20.24
23.0839,20.24
22.6723,20.24
23.0839,20.24
245.1935,20.24
1197.8931,20.23
245.6223,20.23
244.3703,20.23
1197.7730,20.23
1197.7559,20.23
245.0906,20.23
1197.7559,20.23
23.0667,20.23
23.4955,20.22
23.3754,20.23
21.6604,20.23
23.8042,20.23
23.9071,20.22
24.3187,20.22
1197.7216,20.22
1197.8245,20.22
1197.6873,20.23
1197.7902,20.23
22.5865,20.22
22.5865,20.22
1197.6702,20.22
22.1749,20.22
22.1749,20.22
1196.6926,20.22
22.0549,20.22
22.1063,20.22
23.0496,20.22
22.2092,20.22
21.7462,20.22
22.1749,20.22
21.7462,20.22
21.7462,20.22
22.0720,20.22
22.4836,20.22
22.0720,20.22
22.1749,20.22
23.4783,20.22
22.6551,20.22
21.7462,20.22
23.9071,20.22
23.9071,20.22
22.1235,20.22
22.2264,20.22
1197.8073,20.22
23.8385,20.22
23.3240,20.22
23.7356,20.21
1197.7216,20.21
23.8385,20.22
21.5918,20.22
22.0034,20.22
21.6947,20.22
22.1063,20.22
21.2660,20.22
21.6947,20.21
22.9981,20.22
21.3346,20.21
21.3346,20.21
22.1749,20.21
22.8952,20.21
23.3240,20.21
22.0720,20.21
22.5865,20.21
22.9981,20.22
1197.7216,20.22
1197.6359,20.22
22.5179,20.22
21.6947,20.22
22.5351,20.21
23.7356,20.22
52.2217,20.22
1197.7216,20.22
1197.7559,20.22
22.4665,20.21
1197.7730,20.21
1197.8245,20.21
1197.6530,20.21
1197.8073,20.21
24.5588,20.21
23.1353,20.21
21.9005,20.21
22.8266,20.21
21.9863,20.21
21.5061,20.21
21.0945,20.21
20.6658,20.21
21.0945,20.21
21.0945,20.21
21.0259,20.21
21.0945,20.21
21.5061,20.21
21.9863,20.21
22.7923,20.21
23.1353,20.21
23.2382,20.21
22.8266,20.21
22.4151,20.21
22.8266,20.21
22.3979,20.21
21.8834,20.21
21.0430,20.21
20.6143,20.21
1197.5844,20.21
24.7474,20.21
26.3767,20.21
23.8042,20.21
23.0667,20.21
22.6551,20.21
23.4955,20.21
22.6551,20.21
21.8662,20.21
21.5061,20.21
20.5800,20.21
20.5800,20.21
20.9916,20.21
20.9916,20.21
20.6658,20.21
20.6829,20.21
21.0945,20.21
21.5233,20.21
21.0945,20.21
20.6658,20.21
