Distance,AvgWeight
18.5048,76.96
18.5734,74.34
19.5167,71.46
19.5853,68.35
18.7621,65.22
18.4019,62.24
18.5734,59.53
19.4652,57.10
20.0140,54.86
19.6539,52.79
19.7053,50.77
19.3452,48.77
19.4138,46.78
19.8940,44.68
21.1974,42.48
20.9058,40.22
20.5457,37.94
20.5971,35.70
20.6658,33.49
21.5576,31.36
1196.8470,29.22
23.5298,25.90
23.5984,22.62
57.2467,19.38
57.7269,16.10
58.6187,14.04
59.4762,12.48
58.7388,11.14
59.6648,9.65
59.3047,8.13
59.4590,6.32
55.7032,4.65
58.2585,3.60
59.9907,2.90
57.4868,2.31
60.0593,1.67
1196.7955,1.09
1196.9499,0.58
86.1959,0.26
1196.9156,0.10
1196.9670,0.00
1196.9670,0.00
1196.9499,0.00
59.0646,0.00
54.9143,0.00
1196.9842,0.00
1196.8641,0.00
82.2514,0.00
82.3886,0.00
83.4347,0.00
1196.8984,0.00
55.4459,0.00
55.4631,0.00
54.1940,0.00
55.0515,0.00
54.5198,0.00
54.6227,0.00
54.2111,0.00
1196.8813,0.00
84.2237,0.00
83.3319,0.00
82.0285,0.00
81.5483,0.00
55.5831,0.00
57.2638,0.00
57.6754,0.00
80.9823,0.00
80.8280,0.00
57.2638,0.00
58.9274,0.00
55.4116,0.00
55.5317,0.00
1196.9670,0.00
58.4986,0.00
57.1438,0.00
60.0936,0.00
61.0197,0.00
55.9433,0.00
62.1688,0.00
1196.8127,0.00
1196.9327,0.00
1196.8813,0.00
1196.9670,0.00
1197.0356,0.00
1196.8470,0.00
1196.8470,0.00
1196.8127,0.00
1196.9156,0.00
1197.0699,0.01
1196.8641,0.06
1196.8470,0.11
1196.8813,0.14
1196.8641,0.17
