Distance,AvgWeight
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.2027,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.2027,0.00
20.3056,0.00
20.2884,0.00
20.2027,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.2370,0.00
20.3056,0.00
20.2027,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.3056,0.00
20.2027,0.00
20.3056,0.00
20.3056,0.00
20.2541,0.00
20.3056,0.00
20.3056,0.00
20.2027,1.95
20.3056,1.95
20.3056,2.52
20.3056,2.52
20.3570,0.57
20.3056,0.79
20.3056,0.24
20.3056,0.50
20.3056,0.70
20.3056,0.63
20.3056,0.69
20.3056,0.80
20.3056,0.60
20.1855,0.77
20.3056,0.79
20.3056,0.63
20.3056,0.79
20.3056,0.61
20.3056,0.69
20.3056,0.72
20.3056,0.66
20.3056,0.69
20.3056,0.78
20.3056,0.60
20.3056,0.76
20.3056,0.71
20.3056,0.65
20.3056,0.75
20.2027,0.69
20.3056,0.71
20.2027,0.73
